Species,Treatment,Medium,Replicate,Timepoint,Isolate,Ratio
SC,CoEvo,Tetra,R2,TP1,5,0.633000205301576
SC,CoEvo,Tetra,R2,TP1,6,0.5816957910179811
SC,CoEvo,Tetra,R2,TP1,7,0.5795978187082185
SC,CoEvo,Tetra,R2,TP1,8,0.6807260782453759
SC,CoEvo,Tetra,R2,TP1,9,0.6323828020218457
SC,CoEvo,Tetra,R2,TP1,10,0.6580739715065389
SC,CoEvo,Tetra,R2,TP2,1,1.7678413813049687
SC,CoEvo,Tetra,R2,TP2,2,2.9086947465274817
SC,CoEvo,Tetra,R2,TP2,3,2.818260151563514
SC,CoEvo,Tetra,R2,TP2,4,2.5099721119537963
SC,CoEvo,Tetra,R2,TP2,5,1.7885213940726286
SC,CoEvo,Tetra,R2,TP2,6,1.5533506865614384
SC,CoEvo,Tetra,R2,TP2,7,0.5914843303946735
SC,CoEvo,Tetra,R2,TP2,8,2.0191544871881324
SC,CoEvo,Tetra,R2,TP2,9,0.9237791674346743
SC,CoEvo,Tetra,R2,TP2,10,2.0433471050229954
SC,CoEvo,Tetra,R3,TP1,1,1.1311307621184126
SC,CoEvo,Tetra,R3,TP1,2,0.5661108538597446
SC,CoEvo,Tetra,R3,TP1,3,0.795658995580771
SC,CoEvo,Tetra,R3,TP1,4,0.9777569978615668
SC,CoEvo,Tetra,R3,TP1,5,0.6346606005295881
SC,CoEvo,Tetra,R3,TP1,6,0.616102536898088
SC,CoEvo,Tetra,R3,TP1,7,1.2353220612278233
SC,CoEvo,Tetra,R3,TP1,8,0.9074269718317246
SC,CoEvo,Tetra,R3,TP1,9,0.736693985263243
SC,CoEvo,Tetra,R3,TP1,10,0.9881629405179895
SC,CoEvo,Tetra,R3,TP2,1,1.8130137222374574
SC,CoEvo,Tetra,R3,TP2,2,1.8985270735833815
SC,CoEvo,Tetra,R3,TP2,3,1.8266865074905105
SC,CoEvo,Tetra,R3,TP2,4,2.137066525203391
SC,CoEvo,Tetra,R3,TP2,5,1.796014152321781
SC,CoEvo,Tetra,R3,TP2,6,2.382049748917671
SC,CoEvo,Tetra,R3,TP2,7,1.6184717470564698
SC,CoEvo,Tetra,R3,TP2,8,1.8667637728135758
SC,CoEvo,Tetra,R3,TP2,9,2.403664857914825
SC,CoEvo,Tetra,R3,TP2,10,2.0661190958938187
SM,Evo,KB,R1,TP1,1,1.5124818006950274
SM,Evo,KB,R1,TP1,2,0.9083062041179726
SM,Evo,KB,R1,TP1,3,0.89889275015262
SM,Evo,KB,R1,TP1,4,0.9611925282775574
SM,Evo,KB,R1,TP1,5,0.9139504978904746
SM,Evo,KB,R1,TP1,6,0.9307369581979822
SM,Evo,KB,R1,TP1,7,0.9168883646072078
SM,Evo,KB,R1,TP1,8,0.9593882435737118
SM,Evo,KB,R1,TP1,9,0.9463567736838935
SM,Evo,KB,R1,TP1,10,0.9455868825668072
SM,Evo,KB,R1,TP2,1,1.6939918972502368
SM,Evo,KB,R1,TP2,2,0.9468007599722742
SM,Evo,KB,R1,TP2,3,0.943229976631679
SM,Evo,KB,R1,TP2,4,0.9724952855977224
SM,Evo,KB,R1,TP2,5,0.9514153834164035
SM,Evo,KB,R1,TP2,6,1.7334405512987185
SM,Evo,KB,R1,TP2,7,0.8981323055523082
SM,Evo,KB,R1,TP2,8,1.0172859448819362
SM,Evo,KB,R1,TP2,9,1.5622554975775587
SM,Evo,KB,R1,TP2,10,1.7191904807450464
SM,Evo,KB,R2,TP1,1,0.9448878403255269
SM,Evo,KB,R2,TP1,2,0.9377037643188528
SM,Evo,KB,R2,TP1,3,1.1842389590883162
SM,Evo,KB,R2,TP1,4,1.276857332799605
SM,Evo,KB,R2,TP1,5,1.2872201617007506
SM,Evo,KB,R2,TP1,6,0.9353751979340467
SM,Evo,KB,R2,TP1,7,0.9958895843886862
SM,Evo,KB,R2,TP1,8,0.9871326633391311
SM,Evo,KB,R2,TP1,9,0.9255366507138613
SM,Evo,KB,R2,TP1,10,1.0568148943229976
SM,Evo,KB,R2,TP2,1,0.9582877243695332
SM,Evo,KB,R2,TP2,2,1.0072112347423994
SM,Evo,KB,R2,TP2,3,1.1832281817934918
SM,Evo,KB,R2,TP2,4,0.9635305411791376
SM,Evo,KB,R2,TP2,5,0.9741011934493128
SM,Evo,KB,R2,TP2,6,0.9846860154946491
SM,Evo,KB,R2,TP2,7,0.9790795077892434
SM,Evo,KB,R2,TP2,8,0.9868114817688128
SM,Evo,KB,R2,TP2,9,0.994496223164512
SM,Evo,KB,R2,TP2,10,0.979495154527302
SM,Evo,KB,R3,TP1,1,0.9524592235199374
SM,Evo,KB,R3,TP1,2,0.9003947463196957
SM,Evo,KB,R3,TP1,3,0.9148148541753013
SM,Evo,KB,R3,TP1,4,0.9310345234763653
SM,Evo,KB,R3,TP1,5,0.9281769521522114
SM,Evo,KB,R3,TP1,6,0.9321917217811878
SM,Evo,KB,R3,TP1,7,0.9373306269062772
SM,Evo,KB,R3,TP1,8,0.9593315644730671
SM,Evo,KB,R3,TP1,9,0.9047779301028606
SM,Evo,KB,R3,TP1,10,0.933613422555684
SM,Evo,KB,R3,TP2,1,0.9673138711471495
SM,Evo,KB,R3,TP2,2,0.9026760801206318
SM,Evo,KB,R3,TP2,3,1.3981080988530745
SM,Evo,KB,R3,TP2,4,1.4352754191006205
SM,Evo,KB,R3,TP2,5,1.0129783332329638
SM,Evo,KB,R3,TP2,6,1.4680595555650018
SM,Evo,KB,R3,TP2,7,0.9881245476004075
SM,Evo,KB,R3,TP2,8,0.9632424224175288
SM,Evo,KB,R3,TP2,9,1.0000366052524994
SM,Evo,KB,R3,TP2,10,1.0123595863842627
SM,CoEvo,KB,R1,TP1,1,1.5393902037259422
SM,CoEvo,KB,R1,TP1,2,0.9456104988587424
SM,CoEvo,KB,R1,TP1,3,1.148507509390428
SM,CoEvo,KB,R1,TP1,4,0.9002672183432461
SM,CoEvo,KB,R1,TP1,5,1.3723946801940785
SM,CoEvo,KB,R1,TP1,6,0.9226790793897074
SM,CoEvo,KB,R1,TP1,7,1.3263759737292364
SM,CoEvo,KB,R1,TP1,8,0.9204685944645771
SM,CoEvo,KB,R1,TP1,9,0.9465693203113099
SM,CoEvo,KB,R1,TP1,10,1.2515642841370547
SM,CoEvo,KB,R1,TP2,1,0.7095751074836486
SM,CoEvo,KB,R1,TP2,2,0.8088391057454895
SM,CoEvo,KB,R1,TP2,3,0.8343352545186822
SM,CoEvo,KB,R1,TP2,4,0.9011362978864597
SM,CoEvo,KB,R1,TP2,5,0.8201796491327505
SM,CoEvo,KB,R1,TP2,6,0.7781143099378536
SM,CoEvo,KB,R1,TP2,7,0.7924871852095885
SM,CoEvo,KB,R1,TP2,8,0.742670979001574
SM,CoEvo,KB,R1,TP2,9,0.8729242755407243
SM,CoEvo,KB,R1,TP2,10,0.7468841254828054
SM,CoEvo,KB,R2,TP1,1,0.9250501550999971
SM,CoEvo,KB,R2,TP1,2,1.0530740736804691
SM,CoEvo,KB,R2,TP1,3,1.2729181353048211
SM,CoEvo,KB,R2,TP1,4,0.9374014757820829
SM,CoEvo,KB,R2,TP1,5,1.1705651260578618
SM,CoEvo,KB,R2,TP1,6,0.9841333942633664
SM,CoEvo,KB,R2,TP1,7,0.9435180953932879
SM,CoEvo,KB,R2,TP1,8,1.181456959898355
SM,CoEvo,KB,R2,TP1,9,0.9261317812706272
SM,CoEvo,KB,R2,TP1,10,0.924105503422591
SM,CoEvo,KB,R2,TP2,1,0.9120281317269529
SM,CoEvo,KB,R2,TP2,2,0.8883929467582504
SM,CoEvo,KB,R2,TP2,3,0.9481893979380615
SM,CoEvo,KB,R2,TP2,4,0.9482649700722539
SM,CoEvo,KB,R2,TP2,5,0.9568896398869722
SM,CoEvo,KB,R2,TP2,6,0.952241953634134
SM,CoEvo,KB,R2,TP2,7,1.2384289025627218
SM,CoEvo,KB,R2,TP2,8,1.263244902128182
SM,CoEvo,KB,R2,TP2,9,0.959600790201128
SM,CoEvo,KB,R2,TP2,10,0.9093925535469899
SM,CoEvo,KB,R3,TP1,1,0.8873160438460075
SM,CoEvo,KB,R3,TP1,2,1.7557296076271172
SM,CoEvo,KB,R3,TP1,3,1.1437653579698488
SM,CoEvo,KB,R3,TP1,4,1.3645257317212849
SM,CoEvo,KB,R3,TP1,5,0.8863430526182792
SM,CoEvo,KB,R3,TP1,6,1.0097429012378478
SM,CoEvo,KB,R3,TP1,7,1.309613129713664
SM,CoEvo,KB,R3,TP1,8,0.9634974783704284
SM,CoEvo,KB,R3,TP1,9,1.3925724400234745
SM,CoEvo,KB,R3,TP1,10,0.9351673745650172
SM,CoEvo,KB,R3,TP2,1,0.8813600150199614
SM,CoEvo,KB,R3,TP2,2,1.0024124042211757
SM,CoEvo,KB,R3,TP2,3,0.9514720625170477
SM,CoEvo,KB,R3,TP2,4,1.0823724454552215
SM,CoEvo,KB,R3,TP2,5,0.9483594352399946
SM,CoEvo,KB,R3,TP2,6,0.9591237411040379
SM,CoEvo,KB,R3,TP2,7,1.0200821138470582
SM,CoEvo,KB,R3,TP2,8,1.04664571901572
SM,CoEvo,KB,R3,TP2,9,0.9555151716963464
SM,CoEvo,KB,R3,TP2,10,0.9390593394759308
SM,Evo,KCl,R1,TP1,1,1.0390261060191488
SM,Evo,KCl,R1,TP1,2,0.9540251039864541
SM,Evo,KCl,R1,TP1,3,0.8114092669619594
SM,Evo,KCl,R1,TP1,4,0.8491225056543272
SM,Evo,KCl,R1,TP1,5,0.774444485343738
SM,Evo,KCl,R1,TP1,6,0.770563142374531
SM,Evo,KCl,R1,TP1,7,0.7523793164092055
SM,Evo,KCl,R1,TP1,8,0.7734874418718789
SM,Evo,KCl,R1,TP1,9,0.746845641975763
SM,Evo,KCl,R1,TP1,10,0.817969513666499
SM,Evo,KCl,R1,TP2,1,1.2461851183830055
SM,Evo,KCl,R1,TP2,2,0.8599158292536287
SM,Evo,KCl,R1,TP2,3,1.022662298622103
SM,Evo,KCl,R1,TP2,4,0.9389128149756854
SM,Evo,KCl,R1,TP2,5,1.0383758072498088
SM,Evo,KCl,R1,TP2,6,0.9887813237465389
SM,Evo,KCl,R1,TP2,7,1.647963419671742
SM,Evo,KCl,R1,TP2,8,0.8917354797282651
SM,Evo,KCl,R1,TP2,9,1.3468996290434063
SM,Evo,KCl,R1,TP2,10,1.0911358960830746
SM,Evo,KCl,R2,TP1,1,0.9835339443687807
SM,Evo,KCl,R2,TP1,2,0.8280675492734241
SM,Evo,KCl,R2,TP1,3,0.8349672601154178
SM,Evo,KCl,R2,TP1,4,0.8448035402428601
SM,Evo,KCl,R2,TP1,5,0.8483495090039794
SM,Evo,KCl,R2,TP1,6,0.7450665227011529
SM,Evo,KCl,R2,TP1,7,0.9256287243919296
SM,Evo,KCl,R2,TP1,8,0.9238618749054203
SM,Evo,KCl,R2,TP1,9,1.1702228602512035
SM,Evo,KCl,R2,TP1,10,0.8147752788309346
SM,Evo,KCl,R2,TP2,1,0.8120186664376307
SM,Evo,KCl,R2,TP2,2,0.8043500488746558
SM,Evo,KCl,R2,TP2,3,1.2088440632630273
SM,Evo,KCl,R2,TP2,4,0.8356216488141252
SM,Evo,KCl,R2,TP2,5,1.7427598025382103
SM,Evo,KCl,R2,TP2,6,0.8595231960344043
SM,Evo,KCl,R2,TP2,7,0.8608933223723226
SM,Evo,KCl,R2,TP2,8,0.987300769315714
SM,Evo,KCl,R2,TP2,9,0.8733389774358596
SM,Evo,KCl,R2,TP2,10,0.8594495773057997
SM,Evo,KCl,R3,TP1,1,0.7270340241224035
SM,Evo,KCl,R3,TP1,2,0.8809585158464314
SM,Evo,KCl,R3,TP1,3,1.2754362932152161
SM,Evo,KCl,R3,TP1,4,0.7702604876013791
SM,Evo,KCl,R3,TP1,5,1.2941354502807736
SM,Evo,KCl,R3,TP1,6,1.3327402935751298
SM,Evo,KCl,R3,TP1,7,1.3649607571277242
SM,Evo,KCl,R3,TP1,8,0.9372645734408167
SM,Evo,KCl,R3,TP1,9,1.1332948879972842
SM,Evo,KCl,R3,TP1,10,0.764452787900353
SM,Evo,KCl,R3,TP2,1,0.8721160885551504
SM,Evo,KCl,R3,TP2,2,0.7589641026899465
SM,Evo,KCl,R3,TP2,3,1.5003251493846703
SM,Evo,KCl,R3,TP2,4,1.4646037062939923
SM,Evo,KCl,R3,TP2,5,0.9616528222557595
SM,Evo,KCl,R3,TP2,6,1.314311071847789
SM,Evo,KCl,R3,TP2,7,0.881686523273743
SM,Evo,KCl,R3,TP2,8,1.3442698044604768
SM,Evo,KCl,R3,TP2,9,0.890659828304765
SM,Evo,KCl,R3,TP2,10,0.8829666711655889
SM,CoEvo,KCl,R1,TP1,1,1.046989198496542
SM,CoEvo,KCl,R1,TP1,2,0.7314470579093099
SM,CoEvo,KCl,R1,TP1,3,1.1712903318159693
SM,CoEvo,KCl,R1,TP1,4,0.8525662261812738
SM,CoEvo,KCl,R1,TP1,5,1.1257735078915185
SM,CoEvo,KCl,R1,TP1,6,0.9422092980454226
SM,CoEvo,KCl,R1,TP1,7,1.705557805016707
SM,CoEvo,KCl,R1,TP1,8,1.0318114706159025
SM,CoEvo,KCl,R1,TP1,9,0.7897694506815865
SM,CoEvo,KCl,R1,TP1,10,1.2900087115495515
SM,CoEvo,KCl,R1,TP2,1,0.845457928941567
SM,CoEvo,KCl,R1,TP2,2,1.1339615464840922
SM,CoEvo,KCl,R1,TP2,3,1.155662711704969
SM,CoEvo,KCl,R1,TP2,4,0.8259530557907265
SM,CoEvo,KCl,R1,TP2,5,0.7880148709831781
SM,CoEvo,KCl,R1,TP2,6,1.0759786178492696
SM,CoEvo,KCl,R1,TP2,7,0.772460869600782
SM,CoEvo,KCl,R1,TP2,8,0.7703954552704874
SM,CoEvo,KCl,R1,TP2,9,0.8586847605141859
SM,CoEvo,KCl,R1,TP2,10,0.8059819306920569
SM,CoEvo,KCl,R2,TP1,1,1.06963104747181
SM,CoEvo,KCl,R2,TP1,2,0.8888030003721835
SM,CoEvo,KCl,R2,TP1,3,1.3339713623145728
SM,CoEvo,KCl,R2,TP1,4,1.3220492182100014
SM,CoEvo,KCl,R2,TP1,5,1.184627591481495
SM,CoEvo,KCl,R2,TP1,6,1.0130305149630066
SM,CoEvo,KCl,R2,TP1,7,1.0036932062183284
SM,CoEvo,KCl,R2,TP1,8,1.2251178922140014
SM,CoEvo,KCl,R2,TP1,9,1.145752812848922
SM,CoEvo,KCl,R2,TP1,10,0.7294389025901522
SM,CoEvo,KCl,R2,TP2,1,1.0690134681374053
SM,CoEvo,KCl,R2,TP2,2,0.9047291853269693
SM,CoEvo,KCl,R2,TP2,3,0.8680016196120292
SM,CoEvo,KCl,R2,TP2,4,0.9081279166308798
SM,CoEvo,KCl,R2,TP2,5,1.041120149855012
SM,CoEvo,KCl,R2,TP2,6,0.9837179911902921
SM,CoEvo,KCl,R2,TP2,7,0.9377921743291494
SM,CoEvo,KCl,R2,TP2,8,0.8930360772669456
SM,CoEvo,KCl,R2,TP2,9,0.7649272197069157
SM,CoEvo,KCl,R2,TP2,10,0.7237416309820329
SM,CoEvo,KCl,R3,TP1,1,1.0463838889502377
SM,CoEvo,KCl,R3,TP1,2,1.4175736085037811
SM,CoEvo,KCl,R3,TP1,3,1.0166705520995651
SM,CoEvo,KCl,R3,TP1,4,1.0363472022838165
SM,CoEvo,KCl,R3,TP1,5,0.7056027942397434
SM,CoEvo,KCl,R3,TP1,6,0.7571195445454657
SM,CoEvo,KCl,R3,TP1,7,1.3327771029394322
SM,CoEvo,KCl,R3,TP1,8,0.943064093283109
SM,CoEvo,KCl,R3,TP1,9,1.4968323497053206
SM,CoEvo,KCl,R3,TP1,10,1.213596561187388
SM,CoEvo,KCl,R3,TP2,1,0.9172402792603771
SM,CoEvo,KCl,R3,TP2,2,1.0368093643022782
SM,CoEvo,KCl,R3,TP2,3,1.241923411982675
SM,CoEvo,KCl,R3,TP2,4,1.0860234843744248
SM,CoEvo,KCl,R3,TP2,5,1.1264483462370605
SM,CoEvo,KCl,R3,TP2,6,1.2291260229935828
SM,CoEvo,KCl,R3,TP2,7,1.3057712993296604
SM,CoEvo,KCl,R3,TP2,8,1.1225220140448176
SM,CoEvo,KCl,R3,TP2,9,1.2455593591898668
SM,CoEvo,KCl,R3,TP2,10,1.273154112628475
SM,Evo,Tetra,R1,TP1,1,1.6172742275711678
SM,Evo,Tetra,R1,TP1,2,1.2072751642083237
SM,Evo,Tetra,R1,TP1,3,1.2108423006446964
SM,Evo,Tetra,R1,TP1,4,1.1857984699834176
SM,Evo,Tetra,R1,TP1,5,1.1161548802093844
SM,Evo,Tetra,R1,TP1,6,1.1475625667024172
SM,Evo,Tetra,R1,TP1,7,1.087243133856003
SM,Evo,Tetra,R1,TP1,8,1.1165823033622635
SM,Evo,Tetra,R1,TP1,9,1.1613720283207414
SM,Evo,Tetra,R1,TP1,10,1.2156125541039877
SM,Evo,Tetra,R1,TP2,1,1.6601959550466932
SM,Evo,Tetra,R1,TP2,2,1.1843948334566792
SM,Evo,Tetra,R1,TP2,3,1.1643006684423196
SM,Evo,Tetra,R1,TP2,4,1.1705589876931155
SM,Evo,Tetra,R1,TP2,5,1.3659388600202365
SM,Evo,Tetra,R1,TP2,6,1.6060662426734527
SM,Evo,Tetra,R1,TP2,7,1.3714320390590884
SM,Evo,Tetra,R1,TP2,8,1.167920573169171
SM,Evo,Tetra,R1,TP2,9,1.7365358408824965
SM,Evo,Tetra,R1,TP2,10,1.6720740972334902
SM,Evo,Tetra,R2,TP1,1,1.229195112073253
SM,Evo,Tetra,R2,TP1,2,1.164327052587559
SM,Evo,Tetra,R2,TP1,3,1.3637911905977458
SM,Evo,Tetra,R2,TP1,4,1.4291869329882285
SM,Evo,Tetra,R2,TP1,5,1.4274561330605209
SM,Evo,Tetra,R2,TP1,6,1.1384494829367138
SM,Evo,Tetra,R2,TP1,7,1.2163196491964048
SM,Evo,Tetra,R2,TP1,8,1.2407355372009852
SM,Evo,Tetra,R2,TP1,9,1.2580118755037724
SM,Evo,Tetra,R2,TP1,10,1.4970258472278837
SM,Evo,Tetra,R2,TP2,1,1.2103040640818117
SM,Evo,Tetra,R2,TP2,2,1.0881085338198568
SM,Evo,Tetra,R2,TP2,3,1.488202989059814
SM,Evo,Tetra,R2,TP2,4,1.2319179558619633
SM,Evo,Tetra,R2,TP2,5,1.2945644703184962
SM,Evo,Tetra,R2,TP2,6,1.2201347965980283
SM,Evo,Tetra,R2,TP2,7,1.2080455812493156
SM,Evo,Tetra,R2,TP2,8,1.2413634798576838
SM,Evo,Tetra,R2,TP2,9,1.220768016083775
SM,Evo,Tetra,R2,TP2,10,1.2275170804360245
SM,Evo,Tetra,R3,TP1,1,1.1381803646552713
SM,Evo,Tetra,R3,TP1,2,1.1655565537557169
SM,Evo,Tetra,R3,TP1,3,1.255225709766487
SM,Evo,Tetra,R3,TP1,4,1.1380906585614572
SM,Evo,Tetra,R3,TP1,5,1.2450783675073973
SM,Evo,Tetra,R3,TP1,6,1.2808710989392253
SM,Evo,Tetra,R3,TP1,7,1.2124464566752546
SM,Evo,Tetra,R3,TP1,8,1.2312794595471688
SM,Evo,Tetra,R3,TP1,9,1.3148855389819147
SM,Evo,Tetra,R3,TP1,10,1.2779107978433597
SM,Evo,Tetra,R3,TP2,1,1.182600711580397
SM,Evo,Tetra,R3,TP2,2,1.048532315960693
SM,Evo,Tetra,R3,TP2,3,1.5229667388273038
SM,Evo,Tetra,R3,TP2,4,1.6434209155034556
SM,Evo,Tetra,R3,TP2,5,1.196441834173009
SM,Evo,Tetra,R3,TP2,6,1.7043102458870414
SM,Evo,Tetra,R3,TP2,7,1.2331474570301215
SM,Evo,Tetra,R3,TP2,8,1.1120072925777442
SM,Evo,Tetra,R3,TP2,9,1.2290262535437202
SM,Evo,Tetra,R3,TP2,10,1.2280711474860526
SM,CoEvo,Tetra,R1,TP1,1,1.691925528111647
SM,CoEvo,Tetra,R1,TP1,2,1.0572707448639962
SM,CoEvo,Tetra,R1,TP1,3,1.6159128056768124
SM,CoEvo,Tetra,R1,TP1,4,1.1191785032538246
SM,CoEvo,Tetra,R1,TP1,5,1.692680114665495
SM,CoEvo,Tetra,R1,TP1,6,1.1146615375888318
SM,CoEvo,Tetra,R1,TP1,7,1.7895257581813937
SM,CoEvo,Tetra,R1,TP1,8,1.2130638456738576
SM,CoEvo,Tetra,R1,TP1,9,1.1346765501674732
SM,CoEvo,Tetra,R1,TP1,10,1.6959728559913774
SM,CoEvo,Tetra,R1,TP2,1,1.091712608059565
SM,CoEvo,Tetra,R1,TP2,2,1.2213906819114257
SM,CoEvo,Tetra,R1,TP2,3,1.2022938375871173
SM,CoEvo,Tetra,R1,TP2,4,1.2724598334368908
SM,CoEvo,Tetra,R1,TP2,5,1.3486466912303057
SM,CoEvo,Tetra,R1,TP2,6,1.2326092204672368
SM,CoEvo,Tetra,R1,TP2,7,1.2946014081218313
SM,CoEvo,Tetra,R1,TP2,8,1.0988204967870705
SM,CoEvo,Tetra,R1,TP2,9,1.3866345835460554
SM,CoEvo,Tetra,R1,TP2,10,1.2352001435297502
SM,CoEvo,Tetra,R2,TP1,1,1.1015380637467334
SM,CoEvo,Tetra,R2,TP1,2,1.1840412859104705
SM,CoEvo,Tetra,R2,TP1,3,1.5290825836938065
SM,CoEvo,Tetra,R2,TP1,4,1.201576188836604
SM,CoEvo,Tetra,R2,TP1,5,1.6227937907552594
SM,CoEvo,Tetra,R2,TP1,6,1.4476927724591737
SM,CoEvo,Tetra,R2,TP1,7,1.2380338007284661
SM,CoEvo,Tetra,R2,TP1,8,1.6400279144256633
SM,CoEvo,Tetra,R2,TP1,9,1.1989641584578992
SM,CoEvo,Tetra,R2,TP1,10,1.1258009237089246
SM,CoEvo,Tetra,R2,TP2,1,1.3134766256261285
SM,CoEvo,Tetra,R2,TP2,2,1.2163671406578358
SM,CoEvo,Tetra,R2,TP2,3,1.2429570822301463
SM,CoEvo,Tetra,R2,TP2,4,1.2306779010357094
SM,CoEvo,Tetra,R2,TP2,5,1.3098883818735643
SM,CoEvo,Tetra,R2,TP2,6,1.3328531418899754
SM,CoEvo,Tetra,R2,TP2,7,1.594256699264278
SM,CoEvo,Tetra,R2,TP2,8,1.743865356430014
SM,CoEvo,Tetra,R2,TP2,9,1.3370746051282862
SM,CoEvo,Tetra,R2,TP2,10,1.1617466831831416
SM,CoEvo,Tetra,R3,TP1,1,1.0872747948302905
SM,CoEvo,Tetra,R3,TP1,2,1.715745134433816
SM,CoEvo,Tetra,R3,TP1,3,1.630424085558506
SM,CoEvo,Tetra,R3,TP1,4,1.678860099389075
SM,CoEvo,Tetra,R3,TP1,5,1.094820660368771
SM,CoEvo,Tetra,R3,TP1,6,1.5121017478177015
SM,CoEvo,Tetra,R3,TP1,7,1.8614700454203061
SM,CoEvo,Tetra,R3,TP1,8,1.4762984627277773
SM,CoEvo,Tetra,R3,TP1,9,1.7958843371840993
SM,CoEvo,Tetra,R3,TP1,10,1.2710509200811049
SM,CoEvo,Tetra,R3,TP2,1,1.307355503930578
SM,CoEvo,Tetra,R3,TP2,2,1.3358820417634634
SM,CoEvo,Tetra,R3,TP2,3,1.3498867460565596
SM,CoEvo,Tetra,R3,TP2,4,1.3799910557747637
SM,CoEvo,Tetra,R3,TP2,5,1.4070981265937672
SM,CoEvo,Tetra,R3,TP2,6,1.4624731706223095
SM,CoEvo,Tetra,R3,TP2,7,1.470024312989838
SM,CoEvo,Tetra,R3,TP2,8,1.4167388932642597
SM,CoEvo,Tetra,R3,TP2,9,1.4612278389670077
SM,CoEvo,Tetra,R3,TP2,10,1.5237582631844873
