,Experiment,Species,Replicate,Sampling date,Day in experiment,Unreliable population size,Selected for clonal inference
Pf_BP_2_D672_S77_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,01/05/2017,672,yes,no
Pf_BP_2_D672_S77_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,01/05/2017,672,yes,no
Pf_BP_2_D700_S177_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,29/05/2017,700,no,yes
Pf_BP_2_D700_S177_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,29/05/2017,700,no,yes
Pf_BP_2_D700_S177_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,29/05/2017,700,no,yes
Pf_BP_2_D700_S177_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,29/05/2017,700,no,yes
Pf_BP_2_D728_S118_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,26/06/2017,728,no,yes
Pf_BP_2_D728_S118_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,26/06/2017,728,no,yes
Pf_BP_2_D728_S118_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,26/06/2017,728,no,yes
Pf_BP_2_D728_S118_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,26/06/2017,728,no,yes
Pf_BP_2_D756_S154_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,24/07/2017,756,no,yes
Pf_BP_2_D756_S154_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,24/07/2017,756,no,yes
Pf_BP_2_D756_S154_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,24/07/2017,756,no,yes
Pf_BP_2_D756_S154_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,24/07/2017,756,no,yes
Pf_BP_2_D784_S95_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,21/08/2017,784,no,yes
Pf_BP_2_D784_S95_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,21/08/2017,784,no,yes
Pf_BP_2_D784_S95_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,21/08/2017,784,no,yes
Pf_BP_2_D784_S95_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,21/08/2017,784,no,yes
Pf_BP_2_D812_S155_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,18/09/2017,812,no,no
Pf_BP_2_D812_S155_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,18/09/2017,812,no,no
Pf_BP_2_D812_S155_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,18/09/2017,812,no,no
Pf_BP_2_D812_S155_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,18/09/2017,812,no,no
Pf_BP_2_D841_S120_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,17/10/2017,841,no,no
Pf_BP_2_D841_S120_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,17/10/2017,841,no,no
Pf_BP_2_D841_S120_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,17/10/2017,841,no,no
Pf_BP_2_D841_S120_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,17/10/2017,841,no,no
Pf_BP_2_D84_S2_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,21/09/2015,84,no,yes
Pf_BP_2_D84_S2_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,21/09/2015,84,no,yes
Pf_BP_2_D84_S2_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,21/09/2015,84,no,yes
Pf_BP_2_D84_S2_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,21/09/2015,84,no,yes
Pf_BP_2_D869_S168_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,14/11/2017,869,no,no
Pf_BP_2_D869_S168_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,14/11/2017,869,no,no
Pf_BP_2_D869_S168_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,14/11/2017,869,no,no
Pf_BP_2_D869_S168_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,14/11/2017,869,no,no
Pf_BP_2_D897_S133_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,12/12/2017,897,no,no
Pf_BP_2_D897_S133_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,12/12/2017,897,no,no
Pf_BP_2_D897_S133_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,12/12/2017,897,no,no
Pf_BP_2_D897_S133_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,12/12/2017,897,no,no
Pf_BP_2_D925_S98_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,09/01/2018,925,no,no
Pf_BP_2_D925_S98_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,09/01/2018,925,no,no
Pf_BP_2_D925_S98_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,09/01/2018,925,no,no
Pf_BP_2_D925_S98_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,09/01/2018,925,no,no
Pf_BP_2_D953_S18_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,06/02/2018,953,no,no
Pf_BP_2_D953_S18_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,06/02/2018,953,no,no
Pf_BP_2_D953_S18_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,06/02/2018,953,no,no
Pf_BP_2_D953_S18_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,06/02/2018,953,no,no
Pf_BP_2_D981_S123_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,06/03/2018,981,no,no
Pf_BP_2_D981_S123_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,06/03/2018,981,no,no
Pf_BP_2_D981_S123_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,06/03/2018,981,no,no
Pf_BP_2_D981_S123_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,06/03/2018,981,no,no
Pf_BP_3_D1009_S112_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,1009,NA,no
Pf_BP_3_D1009_S112_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,1009,NA,no
Pf_BP_3_D1009_S112_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,1009,NA,no
Pf_BP_3_D1009_S112_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,1009,NA,no
Pf_BP_3_D112_S46_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,19/10/2015,112,no,yes
Pf_BP_3_D112_S46_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,19/10/2015,112,no,yes
Pf_BP_3_D112_S46_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,19/10/2015,112,no,yes
Pf_BP_3_D112_S46_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,19/10/2015,112,no,yes
Pf_BP_3_D140_S79_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,16/11/2015,140,no,yes
Pf_BP_3_D140_S79_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,16/11/2015,140,no,yes
Pf_BP_3_D140_S79_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,16/11/2015,140,no,yes
Pf_BP_3_D140_S79_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,16/11/2015,140,no,yes
Pf_BP_3_D168_S25_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,14/12/2015,168,no,yes
Pf_BP_3_D168_S25_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,14/12/2015,168,no,yes
Pf_BP_3_D168_S25_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,14/12/2015,168,no,yes
Pf_BP_3_D168_S25_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,14/12/2015,168,no,yes
Pf_BP_3_D196_S58_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,11/01/2016,196,no,yes
Pf_BP_3_D196_S58_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,11/01/2016,196,no,yes
Pf_BP_3_D196_S58_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,11/01/2016,196,no,yes
Pf_BP_3_D196_S58_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,11/01/2016,196,no,yes
Pf_BP_3_D224_S4_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,08/02/2016,224,no,yes
Pf_BP_3_D224_S4_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,08/02/2016,224,no,yes
Pf_BP_3_D224_S4_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,08/02/2016,224,no,yes
Pf_BP_3_D224_S4_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,08/02/2016,224,no,yes
Pf_BP_3_D252_S37_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,07/03/2016,252,no,yes
Pf_BP_3_D252_S37_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,07/03/2016,252,no,yes
Pf_BP_3_D252_S37_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,07/03/2016,252,no,yes
Pf_BP_3_D252_S37_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,07/03/2016,252,no,yes
Pf_BP_3_D279_S70_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,03/04/2016,279,no,yes
Pf_BP_3_D279_S70_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,03/04/2016,279,no,yes
Pf_BP_3_D279_S70_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,03/04/2016,279,no,yes
Pf_BP_3_D279_S70_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,03/04/2016,279,no,yes
Pf_BP_3_D28_S23_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,27/07/2015,28,no,yes
Pf_BP_3_D28_S23_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,27/07/2015,28,no,yes
Pf_BP_3_D28_S23_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,27/07/2015,28,no,yes
Pf_BP_3_D28_S23_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,27/07/2015,28,no,yes
Pf_BP_3_D310_S16_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,04/05/2016,310,no,yes
Pf_BP_3_D310_S16_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,04/05/2016,310,no,yes
Pf_BP_3_D310_S16_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,04/05/2016,310,no,yes
Pf_BP_3_D310_S16_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,04/05/2016,310,no,yes
Pf_BP_3_D336_S49_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,30/05/2016,336,no,yes
Pf_BP_3_D336_S49_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,30/05/2016,336,no,yes
Pf_BP_3_D336_S49_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,30/05/2016,336,no,yes
Pf_BP_3_D336_S49_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,30/05/2016,336,no,yes
Pf_BP_3_D364_S82_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,27/06/2016,364,no,yes
Pf_BP_3_D364_S82_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,27/06/2016,364,no,yes
Pf_BP_3_D364_S82_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,27/06/2016,364,no,yes
Pf_BP_3_D364_S82_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,27/06/2016,364,no,yes
Pf_BP_3_D392_S28_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,25/07/2016,392,no,yes
Pf_BP_3_D392_S28_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,25/07/2016,392,no,yes
Pf_BP_3_D392_S28_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,25/07/2016,392,no,yes
Pf_BP_3_D392_S28_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,25/07/2016,392,no,yes
Pf_BP_3_D420_S61_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,22/08/2016,420,no,yes
Pf_BP_3_D420_S61_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,22/08/2016,420,no,yes
Pf_BP_3_D420_S61_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,22/08/2016,420,no,yes
Pf_BP_3_D420_S61_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,22/08/2016,420,no,yes
Pf_BP_3_D448_S7_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,19/09/2016,448,no,yes
Pf_BP_3_D448_S7_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,19/09/2016,448,no,yes
Pf_BP_3_D448_S7_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,19/09/2016,448,no,yes
Pf_BP_3_D448_S7_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,19/09/2016,448,no,yes
Pf_BP_3_D476_S73_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,17/10/2016,476,no,yes
Pf_BP_3_D476_S73_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,17/10/2016,476,no,yes
Pf_BP_3_D476_S73_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,17/10/2016,476,no,yes
Pf_BP_3_D476_S73_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,17/10/2016,476,no,yes
Pf_BP_3_D504_S173_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,14/11/2016,504,no,yes
Pf_BP_3_D504_S173_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,14/11/2016,504,no,yes
Pf_BP_3_D504_S173_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,14/11/2016,504,no,yes
Pf_BP_3_D504_S173_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,14/11/2016,504,no,yes
Pf_BP_3_D532_S138_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,12/12/2016,532,no,yes
Pf_BP_3_D532_S138_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,12/12/2016,532,no,yes
Pf_BP_3_D532_S138_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,12/12/2016,532,no,yes
Pf_BP_3_D532_S138_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,12/12/2016,532,no,yes
Pf_BP_3_D56_S67_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,24/08/2015,56,no,yes
Pf_BP_3_D56_S67_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,24/08/2015,56,no,yes
Pf_BP_3_D56_S67_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,24/08/2015,56,no,yes
Pf_BP_3_D56_S67_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,24/08/2015,56,no,yes
Pf_BP_3_D588_S174_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,06/02/2017,588,no,yes
Pf_BP_3_D588_S174_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,06/02/2017,588,no,yes
Pf_BP_3_D588_S174_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,06/02/2017,588,no,yes
Pf_BP_3_D588_S174_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,06/02/2017,588,no,yes
Pf_BP_3_D616_S139_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,06/03/2017,616,no,yes
Pf_BP_3_D616_S139_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,06/03/2017,616,no,yes
Pf_BP_3_D616_S139_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,06/03/2017,616,no,yes
Pf_BP_3_D616_S139_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,06/03/2017,616,no,yes
Pf_BP_3_D623_S116_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,13/03/2017,623,no,yes
Pf_BP_3_D623_S116_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,13/03/2017,623,no,yes
Pf_BP_3_D623_S116_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,13/03/2017,623,no,yes
Pf_BP_3_D623_S116_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,13/03/2017,623,no,yes
Pf_BP_3_D644_S164_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,03/04/2017,644,no,yes
Pf_BP_3_D644_S164_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,03/04/2017,644,no,yes
Pf_BP_3_D644_S164_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,03/04/2017,644,no,yes
Pf_BP_3_D644_S164_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,03/04/2017,644,no,yes
Pf_BP_3_D67_S6_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,67,NA,no
Pf_BP_3_D67_S6_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,67,NA,no
Pf_BP_3_D67_S6_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,67,NA,no
Pf_BP_3_D67_S6_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,67,NA,no
Pf_BP_3_D700_S94_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,29/05/2017,700,no,yes
Pf_BP_3_D700_S94_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,29/05/2017,700,no,yes
Pf_BP_3_D700_S94_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,29/05/2017,700,no,yes
Pf_BP_3_D700_S94_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,29/05/2017,700,no,yes
Pf_BP_3_D728_S130_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,26/06/2017,728,no,yes
Pf_BP_3_D728_S130_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,26/06/2017,728,no,yes
Pf_BP_3_D728_S130_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,26/06/2017,728,no,yes
Pf_BP_3_D728_S130_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,26/06/2017,728,no,yes
Pf_BP_3_D756_S166_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,24/07/2017,756,no,yes
Pf_BP_3_D756_S166_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,24/07/2017,756,no,yes
Pf_BP_3_D756_S166_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,24/07/2017,756,no,yes
Pf_BP_3_D756_S166_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,24/07/2017,756,no,yes
Pf_BP_3_D784_S107_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,21/08/2017,784,no,yes
Pf_BP_3_D784_S107_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,21/08/2017,784,no,yes
Pf_BP_3_D784_S107_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,21/08/2017,784,no,yes
Pf_BP_3_D784_S107_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,21/08/2017,784,no,yes
Pf_BP_3_D812_S167_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,18/09/2017,812,no,no
Pf_BP_3_D812_S167_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,18/09/2017,812,no,no
Pf_BP_3_D812_S167_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,18/09/2017,812,no,no
Pf_BP_3_D812_S167_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,18/09/2017,812,no,no
Pf_BP_3_D841_S132_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,841,NA,no
Pf_BP_3_D841_S132_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,841,NA,no
Pf_BP_3_D841_S132_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,841,NA,no
Pf_BP_3_D841_S132_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,841,NA,no
Pf_BP_3_D84_S13_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,21/09/2015,84,no,yes
Pf_BP_3_D84_S13_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,21/09/2015,84,no,yes
Pf_BP_3_D84_S13_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,21/09/2015,84,no,yes
Pf_BP_3_D84_S13_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,21/09/2015,84,no,yes
Pf_BP_3_D869_S180_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,869,NA,no
Pf_BP_3_D869_S180_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,869,NA,no
Pf_BP_3_D869_S180_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,869,NA,no
Pf_BP_3_D869_S180_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,869,NA,no
Pf_BP_3_D897_S145_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,897,NA,no
Pf_BP_3_D897_S145_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,897,NA,no
Pf_BP_3_D897_S145_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,897,NA,no
Pf_BP_3_D897_S145_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,897,NA,no
Pf_BP_3_D925_S122_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,925,NA,no
Pf_BP_3_D925_S122_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,925,NA,no
Pf_BP_3_D925_S122_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,925,NA,no
Pf_BP_3_D925_S122_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,925,NA,no
Pf_BP_3_D953_S170_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,953,NA,no
Pf_BP_3_D953_S170_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,953,NA,no
Pf_BP_3_D953_S170_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,953,NA,no
Pf_BP_3_D953_S170_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,953,NA,no
Pf_BP_3_D981_S135_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,981,NA,no
Pf_BP_3_D981_S135_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,981,NA,no
Pf_BP_3_D981_S135_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,981,NA,no
Pf_BP_3_D981_S135_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,NA,981,NA,no
PS_Bd_r01_2015_08_24_L001_rg,bacteria-ciliate,Brevundimonas_diminuta_HAMBI_18,1,24/08/2015,56,no,yes
PS_Bd_r01_2015_08_24_L002_rg,bacteria-ciliate,Brevundimonas_diminuta_HAMBI_18,1,24/08/2015,56,no,yes
PS_Bd_r01_2015_08_24_L003_rg,bacteria-ciliate,Brevundimonas_diminuta_HAMBI_18,1,24/08/2015,56,no,yes
PS_Bd_r01_2015_08_24_L004_rg,bacteria-ciliate,Brevundimonas_diminuta_HAMBI_18,1,24/08/2015,56,no,yes
PS_Bd_r01_2015_09_21_L001_rg,bacteria-ciliate,Brevundimonas_diminuta_HAMBI_18,1,21/09/2015,84,no,yes
PS_Bd_r01_2015_09_21_L002_rg,bacteria-ciliate,Brevundimonas_diminuta_HAMBI_18,1,21/09/2015,84,no,yes
PS_Bd_r01_2015_09_21_L003_rg,bacteria-ciliate,Brevundimonas_diminuta_HAMBI_18,1,21/09/2015,84,no,yes
PS_Bd_r01_2015_09_21_L004_rg,bacteria-ciliate,Brevundimonas_diminuta_HAMBI_18,1,21/09/2015,84,no,yes
PS_Bd_r01_2015_10_19_L001_rg,bacteria-ciliate,Brevundimonas_diminuta_HAMBI_18,1,19/10/2015,112,no,yes
PS_Bd_r01_2015_10_19_L002_rg,bacteria-ciliate,Brevundimonas_diminuta_HAMBI_18,1,19/10/2015,112,no,yes
PS_Bd_r01_2015_10_19_L003_rg,bacteria-ciliate,Brevundimonas_diminuta_HAMBI_18,1,19/10/2015,112,no,yes
PS_Bd_r01_2015_10_19_L004_rg,bacteria-ciliate,Brevundimonas_diminuta_HAMBI_18,1,19/10/2015,112,no,yes
PS_Bd_r01_2015_10_27_L001_rg,bacteria-ciliate,Brevundimonas_diminuta_HAMBI_18,1,27/10/2015,NA,NA,no
PS_Bd_r01_2015_10_27_L002_rg,bacteria-ciliate,Brevundimonas_diminuta_HAMBI_18,1,27/10/2015,NA,NA,no
PS_Bd_r01_2015_10_27_L003_rg,bacteria-ciliate,Brevundimonas_diminuta_HAMBI_18,1,27/10/2015,NA,NA,no
PS_Bd_r01_2015_10_27_L004_rg,bacteria-ciliate,Brevundimonas_diminuta_HAMBI_18,1,27/10/2015,NA,NA,no
PS_Bd_r01_2015_11_16_L002_rg,bacteria-ciliate,Brevundimonas_diminuta_HAMBI_18,1,16/11/2015,140,no,yes
PS_Bd_r01_2015_12_14_L002_rg,bacteria-ciliate,Brevundimonas_diminuta_HAMBI_18,1,14/12/2015,168,no,yes
